Name,Total Rounds,Weighted KPR,Weighted Rating,Weighted ACS,Weighted KAST,Weighted APR,Weighted FKPR,Weighted FDPR,Weighted KDR,Weighted ADR,Odds Difference,Actual Kills
xnfri,143,0.6987412587412588,1.0704895104895107,197.26433566433565,73.76223776223776,0.3235664335664336,0.05461538461538462,0.057762237762237774,1.0984615384615386,132.64475524475523,0.4615903975993998,33
BlackWiz,163,0.7114110429447853,1.1139263803680983,200.7490797546012,75.57055214723927,0.3321472392638037,0.050368098159509204,0.04392638036809816,1.1392638036809815,134.30736196319017,0.4615903975993998,22
zepher,163,0.7119018404907975,1.1139877300613499,200.77484662576686,75.59509202453988,0.33202453987730063,0.05006134969325154,0.04398773006134969,1.139877300613497,134.30122699386501,0.4615903975993998,23
Jinboong,352,0.7184090909090909,1.1148011363636365,201.11647727272728,75.92045454545455,0.3303977272727273,0.045994318181818185,0.04480113636363637,1.1480113636363638,134.21988636363633,0.4615903975993998,37
Gwangboong,352,0.7072727272727274,1.0907386363636364,199.00454545454542,74.72727272727273,0.3268181818181819,0.050965909090909096,0.05176136363636364,1.1205681818181819,133.37272727272727,0.4615903975993998,32
Misaya,271,0.694760147601476,1.050848708487085,195.76568265682656,73.02583025830258,0.3191881918819188,0.05542435424354244,0.06431734317343173,1.0820664206642068,131.86162361623616,0.4615903975993998,30
gatorada,352,0.6847727272727273,1.0992613636363637,198.5869318181818,73.92045454545455,0.33562500000000006,0.06602272727272727,0.04477272727272728,1.0992045454545456,134.14715909090907,0.4615903975993998,27
NOBITA,352,0.6919318181818183,1.045909090909091,195.30823863636363,72.75568181818181,0.31860795454545454,0.05678977272727273,0.0656534090909091,1.0757954545454544,131.6974431818182,0.4615903975993998,29
SecondLove,343,0.6376967930029154,0.7279591836734695,187.2734693877551,59.40233236151604,0.13588921282798833,0.18221574344023322,0.19900874635568513,0.7408746355685131,122.80874635568512,0.43126137052759317,39
parscofield,255,0.6385098039215686,0.7302745098039216,187.82431372549019,59.07843137254902,0.13094117647058823,0.18411764705882355,0.1964313725490196,0.7417254901960784,122.65176470588236,0.43126137052759317,31
LoyDreaM,361,0.6518559556786704,0.7401662049861496,191.1091412742382,60.48476454293629,0.1462880886426593,0.18966759002770084,0.20301939058171747,0.7602770083102492,125.81108033240999,0.43126137052759317,35
SyKo,339,0.6252802359882005,0.7130678466076696,183.0525073746313,59.45427728613569,0.14115044247787611,0.171858407079646,0.20277286135693215,0.7245427728613569,121.03008849557521,0.43126137052759317,32
Repulsive,321,0.6542056074766355,0.7424299065420561,191.79439252336448,60.60747663551402,0.14719626168224298,0.19112149532710282,0.20327102803738317,0.7634579439252336,126.2607476635514,0.43126137052759317,17
slathom999,243,0.6325925925925926,0.7155555555555555,184.25185185185185,60.925925925925924,0.15962962962962962,0.17222222222222222,0.2114814814814815,0.735185185185185,123.35925925925926,0.43126137052759317,31
vblack,35,0.5982857142857142,0.6782857142857144,173.38285714285712,60.142857142857146,0.16085714285714287,0.14714285714285716,0.21514285714285714,0.6894285714285714,117.6542857142857,0.43126137052759317,21
BraiNfreeZe,243,0.6732921810699588,0.7562551440329218,196.42633744855968,62.69547325102881,0.1702469135802469,0.19876543209876543,0.21325102880658436,0.7900411522633743,130.84444444444443,0.43126137052759317,23
blurred,225,0.6702666666666667,0.7538222222222223,195.64266666666666,62.422222222222224,0.16742222222222222,0.19733333333333336,0.21208888888888888,0.7858666666666667,130.1671111111111,0.43126137052759317,9
exotic,243,0.6561728395061728,0.7394650205761318,191.37283950617282,61.8724279835391,0.16465020576131686,0.18790123456790125,0.21193415637860083,0.7669135802469136,127.62880658436214,0.43126137052759317,16
Pepper,177,0.818135593220339,1.198587570621469,220.42937853107344,76.45762711864407,0.40728813559322036,0.08141242937853108,0.0407909604519774,1.4299435028248588,145.23333333333335,1.3831882941856004,34
Wolverine,237,0.7029113924050633,1.041434599156118,204.68818565400844,68.86075949367088,0.37139240506329113,0.08856540084388186,0.05143459915611815,1.0129535864978902,134.31308016877637,1.3831882941856004,50
thiefy,211,0.8315165876777251,1.222559241706161,221.4706161137441,77.33649289099526,0.4159241706161137,0.08080568720379147,0.038625592417061615,1.486777251184834,145.83317535545024,1.3831882941856004,33
YoWamu,237,0.6998734177215189,1.041097046413502,203.74978902953586,68.65822784810126,0.37341772151898733,0.08890295358649788,0.051097046413502115,1.0075527426160338,133.58059071729957,1.3831882941856004,23
Esperanza,211,0.7848341232227488,1.1635545023696683,214.45165876777253,74.25592417061611,0.4050236966824644,0.08388625592417061,0.042180094786729856,1.324691943127962,140.86398104265402,1.3831882941856004,21
Absol,203,0.8119704433497537,1.193399014778325,219.14433497536947,76.04926108374384,0.40788177339901477,0.08192118226600985,0.04083743842364532,1.4123645320197042,144.27290640394088,1.3831882941856004,36
Reita,203,0.8100985221674877,1.1903940886699507,218.95073891625617,75.92610837438424,0.4069458128078818,0.08201970443349753,0.04108374384236453,1.4049261083743843,144.14827586206897,1.3831882941856004,38
Tonbo,203,0.7383743842364532,1.0845320197044335,210.25763546798032,71.20197044334975,0.37832512315270933,0.08615763546798029,0.04901477832512315,1.1335467980295566,138.2896551724138,1.3831882941856004,34
million,203,0.8119704433497537,1.193399014778325,219.14433497536947,76.04926108374384,0.40788177339901477,0.08192118226600985,0.04083743842364532,1.4123645320197042,144.27290640394088,1.3831882941856004,18
Biju,203,0.7383743842364532,1.0845320197044335,210.25763546798032,71.20197044334975,0.37832512315270933,0.08615763546798029,0.04901477832512315,1.1335467980295566,138.2896551724138,1.3831882941856004,27
Haimerej,181,0.7531491712707183,1.1520441988950276,227.31491712707182,78.20994475138122,0.3402762430939227,0.08696132596685083,0.07005524861878452,1.1933701657458564,146.85580110497236,6.96,32
magicss,163,0.7537423312883437,1.1715337423312884,226.17791411042944,78.42331288343559,0.3393865030674847,0.08478527607361963,0.06895705521472392,1.2303680981595093,146.6331288343558,6.96,31
Yawnpeek,181,0.7283977900552486,1.118011049723757,218.44751381215468,77.10497237569061,0.26607734806629835,0.08624309392265193,0.08281767955801105,1.1493922651933703,143.6292817679558,6.96,24
n9sty,181,0.7425414364640884,1.1595580110497237,222.32044198895028,77.76795580110497,0.3140883977900552,0.08287292817679558,0.07292817679558011,1.221325966850829,145.47348066298343,6.96,32
Sevy,181,0.7134806629834254,1.0881767955801105,215.01657458563537,75.76243093922652,0.2496685082872928,0.08325966850828728,0.08580110497237568,1.1180662983425416,142.9281767955801,6.96,24
kellyS,269,0.7283271375464684,1.1247583643122678,217.728624535316,77.2639405204461,0.2605576208178439,0.08602230483271377,0.0833828996282528,1.1603345724907066,143.3345724907063,6.96,49
marky,269,0.7463197026022305,1.15182156133829,223.72490706319704,78.22304832713755,0.3080297397769517,0.0871003717472119,0.07516728624535317,1.1937918215613383,145.39405204460965,6.96,33
Wild0reoo,269,0.7271375464684015,1.134275092936803,216.24163568773236,77.44237918215613,0.24985130111524162,0.0854275092936803,0.0845724907063197,1.1769888475836432,142.77546468401488,6.96,30
DubsteP,269,0.7210408921933086,1.1198513011152416,216.07806691449815,76.364312267658,0.266914498141264,0.0813011152416357,0.08144981412639404,1.1713011152416357,143.47546468401487,6.96,32
xavi8k,269,0.7529368029739778,1.1657992565055764,225.23420074349443,78.80669144981412,0.3160966542750929,0.08821561338289963,0.07364312267657994,1.209553903345725,145.72936802973976,6.96,31
zMART,385,0.4224675324675325,0.6260519480519481,131.53740259740258,57.34025974025974,0.15716883116883115,0.06283116883116885,0.11075324675324676,0.5758701298701299,93.84597402597404,1.1104087193460495,36
Kheops,425,0.4852470588235295,0.6904470588235294,147.10423529411764,59.81411764705882,0.16040000000000001,0.06976470588235295,0.10430588235294118,0.6662117647058823,104.5084705882353,1.1104087193460495,34
ease,344,0.4776162790697675,0.6992151162790697,149.1343023255814,58.40988372093023,0.19319767441860464,0.08122093023255815,0.10433139534883722,0.6568313953488372,101.66918604651164,1.1104087193460495,25
ACHRF,1119,0.4113404825737266,0.6191689008042895,129.84906166219838,56.60053619302949,0.165656836461126,0.06495978552278821,0.11168900804289546,0.5602949061662198,91.5348525469169,1.1104087193460495,25
Eso177,425,0.4577176470588236,0.6638352941176471,140.66235294117647,58.62117647058824,0.16223529411764706,0.06792941176470589,0.10705882352941176,0.6267529411764705,99.68164705882353,1.1104087193460495,26
Black,335,0.498089552238806,0.7075820895522388,151.22507462686565,60.05671641791045,0.16898507462686568,0.07411940298507463,0.10280597014925374,0.6850746268656717,106.32119402985074,1.1104087193460495,37
Electus,244,0.4783606557377049,0.6962295081967212,148.4327868852459,58.68852459016394,0.18573770491803282,0.07852459016393444,0.10442622950819672,0.6575409836065573,102.14426229508197,1.1104087193460495,18
ALL3Y,294,0.3953061224489796,0.5997959183673468,125.1816326530612,56.16326530612245,0.1589795918367347,0.06102040816326531,0.11346938775510204,0.5369387755102041,89.08367346938776,1.1104087193460495,30
haint,335,0.43256716417910446,0.6452238805970149,136.12447761194028,57.15223880597015,0.17531343283582088,0.0704776119402985,0.10931343283582091,0.5912537313432835,94.74179104477614,1.1104087193460495,25
Mega,294,0.4851020408163265,0.7,149.36122448979592,59.16326530612245,0.17979591836734693,0.0769387755102041,0.10387755102040817,0.666938775510204,103.58163265306122,1.1104087193460495,12
qw1,375,0.63248,0.8626666666666667,188.22293333333334,68.38933333333334,0.3056,0.07096,0.0892,0.7998933333333332,122.54693333333333,3.143364055299542,45
w0zzip,333,0.5649249249249251,0.825075075075075,171.07777777777778,67.56156156156156,0.33096096096096095,0.0745945945945946,0.10696696696696698,0.7207507507507508,110.25855855855858,3.143364055299542,23
sociablEE,323,0.6189783281733746,0.8588854489164087,184.84489164086688,68.24458204334366,0.31594427244582046,0.07256965944272446,0.09263157894736843,0.7870278637770897,119.97987616099071,3.143364055299542,41
Ruxic,375,0.5218933333333333,0.8141866666666666,160.32666666666668,67.10666666666667,0.36557333333333325,0.08,0.11786666666666668,0.6806666666666666,102.0424,3.143364055299542,39
Turko,375,0.5704266666666667,0.8339733333333333,172.55013333333335,67.66133333333333,0.33714666666666665,0.07568,0.10533333333333333,0.7318133333333333,111.08560000000001,3.143364055299542,29
fred,173,0.5640462427745665,0.8472254335260115,171.14971098265897,67.67630057803468,0.3632947976878612,0.08,0.10647398843930637,0.7376300578034682,109.42485549132948,3.143364055299542,28
Patrui,173,0.613757225433526,0.8546820809248554,183.5028901734104,68.17341040462428,0.3160693641618497,0.07254335260115606,0.0940462427745665,0.7798843930635837,119.06878612716764,3.143364055299542,28
cacan,159,0.5677358490566038,0.8325786163522012,171.86855345911948,67.62893081761007,0.3383018867924528,0.07584905660377358,0.10603773584905662,0.7287421383647799,110.5930817610063,3.143364055299542,30
JrayN,151,0.5930463576158941,0.8397350993377484,178.2019867549669,67.90066225165563,0.31900662251655626,0.0728476821192053,0.09960264900662254,0.7529139072847683,115.40331125827815,3.143364055299542,33
sturNN,173,0.6194219653179192,0.8745086705202312,185.1578034682081,68.33526011560694,0.337514450867052,0.0761849710982659,0.09202312138728325,0.7997109826589595,119.6028901734104,3.143364055299542,27
Zimo,922,0.8251301518438179,1.0268112798264641,231.39587852494577,70.33622559652929,0.17495661605206075,0.1167245119305857,0.1516811279826464,1.091941431670282,155.6376355748373,0.3554147250698978,28
iFly,858,0.8208974358974359,1.0255477855477855,229.9353146853147,70.05944055944056,0.18442890442890442,0.11796037296037296,0.14207459207459208,1.0961188811188811,154.0904428904429,0.3554147250698978,20
ExiT,599,0.8004340567612689,1.0091652754590985,224.3991652754591,69.26711185308848,0.20614357262103505,0.11462437395659432,0.12292153589315526,1.0771452420701169,149.19499165275457,0.3554147250698978,22
Dane,838,0.8312649164677804,1.0370644391408115,232.26264916467778,70.28997613365155,0.1809665871121718,0.1225656324582339,0.14323389021479713,1.1179952267303102,155.76145584725535,0.3554147250698978,16
kAzoo,901,0.8255382907880132,1.0325527192008879,230.7025527192009,70.06437291897892,0.18721420643729186,0.12169811320754717,0.1376803551609323,1.112963374028857,154.373140954495,0.3554147250698978,20
LIQUID,547,0.803546617915905,1.0106946983546616,225.38409506398537,69.43875685557587,0.20058500914076782,0.11425959780621571,0.12839122486288848,1.0763619744058501,150.181718464351,0.3554147250698978,36
Avvix,593,0.8032209106239461,1.0123608768971333,225.00994940978077,69.32377740303541,0.20544688026981447,0.11595278246205734,0.1229679595278246,1.0834064080944352,149.61905564924112,0.3554147250698978,31
Fighter,651,0.8030721966205836,1.0092933947772658,225.40737327188938,69.47465437788019,0.1986943164362519,0.11325652841781872,0.1306605222734255,1.0720276497695853,150.3251920122888,0.3554147250698978,25
