3.8,1.2145052243392747,21.0
1.08,6.226164079822616,19.5
3.8,1.2145052243392747,24.333333333333332
1.12,5.163120567375887,17.333333333333332
1.48,2.4339025932953833,22.0
2.4,1.4928229665071775,23.666666666666668
1.72,1.9796370075254541,24.333333333333332
1.55,2.265635980323261,23.0
2.8,1.370998116760829,20.5
1.35,2.8918640576725028,19.0
3.4,1.261955745895789,19.333333333333332
1.55,2.265635980323261,21.666666666666668
1.55,2.265635980323261,22.333333333333332
1.1,5.6354679802955685,18.5
1.28,3.275590551181103,17.5
1.38,2.7631882941856003,20.0
1.12,5.163120567375887,22.666666666666668
1.42,2.615657102373363,23.0
1.17,4.313364055299542,21.333333333333332
2.4,1.4928229665071775,21.5
1.72,1.9796370075254541,23.5
2.4,1.4928229665071775,21.333333333333332
1.26,3.414278269932257,20.0
4.0,1.1954022988505748,21.333333333333332
2.8,1.370998116760829,24.0
2.8,1.370998116760829,22.0
2.0,1.7049180327868856,18.333333333333332
1.2,3.949367088607597,18.5
2.2,1.5822959889349935,21.0
1.17,4.313364055299542,20.666666666666668
3.5,1.248713550600343,18.0
1.88,1.8030247141276283,17.5
1.22,3.747194329592441,23.5
1.4,2.6863468634686356,22.666666666666668
1.22,3.747194329592441,18.5
1.48,2.4339025932953833,22.666666666666668
1.05,7.45392491467577,19.0
7.0,1.059679767103348,23.333333333333332
1.06,6.986058301647654,18.5
1.32,3.0398582816651913,18.0
3.8,1.2145052243392747,21.0
1.08,6.226164079822616,19.5
3.8,1.2145052243392747,24.333333333333332
1.12,5.163120567375887,17.333333333333332
1.48,2.4339025932953833,22.0
2.4,1.4928229665071775,23.666666666666668
1.72,1.9796370075254541,24.333333333333332
1.55,2.265635980323261,23.0
2.8,1.370998116760829,20.5
1.35,2.8918640576725028,19.0
3.4,1.261955745895789,19.333333333333332
1.55,2.265635980323261,21.666666666666668
1.55,2.265635980323261,22.333333333333332
1.1,5.6354679802955685,18.5
1.28,3.275590551181103,17.5
1.38,2.7631882941856003,20.0
1.12,5.163120567375887,22.666666666666668
1.42,2.615657102373363,23.0
1.17,4.313364055299542,21.333333333333332
2.4,1.4928229665071775,21.5
1.72,1.9796370075254541,23.5
2.4,1.4928229665071775,21.333333333333332
1.26,3.414278269932257,20.0
4.0,1.1954022988505748,21.333333333333332
2.8,1.370998116760829,24.0
2.8,1.370998116760829,22.0
2.0,1.7049180327868856,18.333333333333332
1.2,3.949367088607597,18.5
2.2,1.5822959889349935,21.0
1.17,4.313364055299542,20.666666666666668
3.5,1.248713550600343,18.0
1.88,1.8030247141276283,17.5
1.22,3.747194329592441,23.5
1.4,2.6863468634686356,22.666666666666668
1.22,3.747194329592441,18.5
1.48,2.4339025932953833,22.666666666666668
1.05,7.45392491467577,19.0
7.0,1.059679767103348,23.333333333333332
1.06,6.986058301647654,18.5
1.32,3.0398582816651913,18.0
1.85,1.8315088053307949,19.5
1.5,2.3816793893129775,16.0
1.08,6.226164079822616,23.5
3.4,1.261955745895789,23.5
2.35,1.5128443206437636,17.0
1.65,2.081261370527593,20.0
1.12,5.163120567375887,20.5
1.12,5.163120567375887,21.0
1.05,7.45392491467577,18.0
1.4,2.6863468634686356,21.5
2.4,1.4928229665071775,21.5
1.72,1.9796370075254541,23.666666666666668
2.9,1.3482342422887799,20.0
2.5,1.4565826330532214,21.0
1.06,6.986058301647654,18.0
1.75,1.9413333333333336,21.0
1.32,3.0398582816651913,20.0
2.6,1.4246575342465755,17.5
1.58,2.204453984437886,19.333333333333332
1.52,2.332939787485243,21.333333333333332
2.0,1.7049180327868856,19.666666666666668
3.1,1.3089727974015428,22.0
2.4,1.4928229665071775,21.666666666666668
1.48,2.4339025932953833,20.5
1.58,2.204453984437886,20.666666666666668
5.0,1.1279826464208242,22.666666666666668
6.3,1.0778088501398257,18.0
1.05,7.45392491467577,20.5
1.48,2.4339025932953833,24.666666666666668
1.4,2.6863468634686356,20.0
1.13,4.960742929506124,18.0
2.0,1.7049180327868856,15.0
1.35,2.8918640576725028,22.0
1.38,2.7631882941856003,19.5
1.28,3.275590551181103,20.0
2.1,1.6384096024006003,25.333333333333332
1.08,6.226164079822616,19.0
3.2,1.2919254658385095,21.333333333333332
4.4,1.1637843336724314,21.5
1.17,4.313364055299542,20.333333333333332
1.5,2.3816793893129775,19.5
1.4,2.6863468634686356,22.0
7.5,1.0490921318090114,21.333333333333332
2.5,1.4565826330532214,22.0
2.5,1.4565826330532214,19.666666666666668
2.0,1.7049180327868856,19.666666666666668
1.12,5.163120567375887,18.0
1.55,2.265635980323261,21.666666666666668
1.65,2.081261370527593,20.0
1.48,2.4339025932953833,20.0
1.32,3.0398582816651913,20.666666666666668
1.04,8.0,20.5
1.08,6.226164079822616,18.0
1.78,1.9057031089149685,20.0
1.06,6.986058301647654,18.25
1.02,9.420959147424515,17.0
1.32,3.0398582816651913,25.0
2.8,1.370998116760829,23.0
1.55,2.265635980323261,20.666666666666668
1.06,6.986058301647654,20.5
